CitizenID,VoterRegistration,VolunteerHoursPerYear,CommunityGroupMembership,DonationsToCharity
917,False,80,Sports Club,839
918,False,16,Religious Organization,8505
919,True,187,Neighborhood Watch,2698
920,True,294,Neighborhood Watch,5045
921,True,429,None,8201
922,False,408,Neighborhood Watch,6151
923,True,357,Neighborhood Watch,3978
924,False,308,None,609
925,True,165,Sports Club,8011
926,True,369,None,4996
927,True,481,Religious Organization,917
928,True,138,Religious Organization,5972
929,True,355,Sports Club,4593
930,True,291,Sports Club,4598
931,False,240,None,7217
932,False,373,None,4412
933,False,476,Religious Organization,9239
934,True,424,None,7815
935,True,461,Religious Organization,4101
936,True,440,None,4346
937,False,285,None,9126
938,False,327,Sports Club,6919
939,False,303,None,6018
940,True,160,Sports Club,2446
941,True,267,Neighborhood Watch,5101
942,True,21,Religious Organization,5872
943,False,397,Religious Organization,8991
944,True,65,Religious Organization,9466
945,False,2,Sports Club,3060
946,True,61,Religious Organization,2460
947,True,106,Neighborhood Watch,2784
948,True,183,Religious Organization,7393
949,False,392,None,6502
950,True,304,Neighborhood Watch,3207
951,False,459,None,3271
952,True,379,Neighborhood Watch,7178
953,True,356,Religious Organization,1566
954,False,227,None,5599
955,True,495,Sports Club,1675
956,False,268,Religious Organization,9877
957,False,326,Sports Club,404
958,False,142,None,4538
959,True,434,Sports Club,2860
960,True,443,Neighborhood Watch,7308
961,False,413,Sports Club,2525
962,True,228,Religious Organization,1022
963,False,424,Neighborhood Watch,6158
964,True,116,Sports Club,7245
965,False,15,Religious Organization,5756
966,True,276,Sports Club,1240
967,False,4,Religious Organization,4146
968,True,91,Neighborhood Watch,1683
969,True,399,Religious Organization,2336
970,False,10,Religious Organization,8475
971,True,408,Religious Organization,5304
972,False,443,Religious Organization,8124
973,True,11,None,9403
974,False,136,Religious Organization,1560
975,True,308,None,2501
976,True,325,Religious Organization,8523
977,False,473,Sports Club,2951
978,False,488,Sports Club,5275
979,False,466,Sports Club,7598
980,True,292,Religious Organization,6144
981,True,102,Sports Club,3664
982,False,218,Sports Club,2221
983,True,424,Religious Organization,9171
984,False,219,None,2489
985,False,372,Sports Club,2944
986,True,343,Sports Club,540
987,False,165,Sports Club,1070
988,False,243,None,8545
989,False,72,Neighborhood Watch,2425
990,False,74,Sports Club,4222
991,False,47,Neighborhood Watch,1628
992,True,375,None,1725
993,True,146,Sports Club,7204
994,False,226,None,143
995,False,463,Sports Club,8004
996,False,62,None,4063
997,False,181,Neighborhood Watch,2423
998,True,407,Religious Organization,7302
999,True,455,None,2436
1000,False,454,Neighborhood Watch,9182
1001,True,287,Religious Organization,4588
1002,False,110,Religious Organization,1710
1003,True,176,Neighborhood Watch,4256
1004,True,25,Religious Organization,1823
1005,True,350,Neighborhood Watch,2176
1006,False,332,Sports Club,2054
1007,True,384,Sports Club,8902
1008,True,292,None,7661
1009,True,417,Sports Club,3779
1010,True,51,Sports Club,5368
1011,True,105,Religious Organization,8690
1012,False,271,None,6348
1013,True,388,Religious Organization,4127
1014,False,259,Neighborhood Watch,3442
1015,True,116,None,8637
1016,False,198,Religious Organization,6803
1017,False,367,None,3091
1018,True,18,Religious Organization,13
1019,True,497,Religious Organization,3752
1020,False,30,None,3872
1021,True,197,Neighborhood Watch,6828
1022,True,153,Sports Club,1051
1023,False,185,Neighborhood Watch,207
1024,False,168,None,2340
1025,True,363,None,7751
1026,True,408,Sports Club,6666
1027,True,257,Neighborhood Watch,826
1028,True,100,Sports Club,7761
1029,False,406,None,7873
1030,False,12,Neighborhood Watch,7035
1031,False,167,Sports Club,6508
1032,True,196,Neighborhood Watch,4184
1033,False,342,Religious Organization,7713
1034,True,86,Sports Club,9310
1035,False,401,None,2820
1036,False,66,Neighborhood Watch,2716
1037,True,96,None,7797
1038,True,241,None,3802
1039,True,60,Sports Club,9091
1040,True,84,Religious Organization,1618
1041,True,63,Religious Organization,1841
1042,False,288,Neighborhood Watch,68
1043,True,310,None,4491
1044,False,136,Sports Club,505
1045,True,228,None,3712
1046,False,365,Neighborhood Watch,3333
1047,True,255,None,1209
1048,False,153,Religious Organization,247
1049,True,89,Neighborhood Watch,4346
1050,False,432,Religious Organization,7332
1051,True,316,Neighborhood Watch,1619
1052,True,424,Neighborhood Watch,1015
1053,True,118,Neighborhood Watch,6367
1054,True,80,Neighborhood Watch,3371
1055,False,4,Neighborhood Watch,3273
1056,False,420,Neighborhood Watch,4912
1057,False,32,Neighborhood Watch,4795
1058,True,385,Neighborhood Watch,148
1059,True,154,None,2099
1060,False,191,Neighborhood Watch,1207
1061,False,267,Neighborhood Watch,7123
1062,True,170,None,695
1063,False,185,None,2545
1064,True,418,Sports Club,120
1065,True,158,Neighborhood Watch,291
1066,False,403,None,9408
1067,False,39,None,815
1068,False,437,None,333
1069,True,22,Religious Organization,8674
1070,False,64,Religious Organization,8541
1071,True,426,Religious Organization,3378
1072,False,117,Sports Club,7925
1073,False,359,None,748
1074,False,420,Religious Organization,6460
1075,True,168,Religious Organization,4147
1076,False,168,Sports Club,3194
1077,False,109,Religious Organization,8518
1078,False,324,Religious Organization,7624
1079,True,51,Religious Organization,5024
1080,False,24,Religious Organization,1643
1081,True,324,Sports Club,75
1082,True,459,Neighborhood Watch,3424
1083,True,324,Sports Club,6345
1084,True,239,None,2932
1085,False,95,Neighborhood Watch,1163
1086,True,360,Neighborhood Watch,5319
1087,True,283,Neighborhood Watch,6524
1088,False,440,Neighborhood Watch,5955
1089,True,326,Religious Organization,7835
1090,True,200,None,1927
1091,True,394,Religious Organization,711
1092,False,83,None,9786
1093,False,408,None,8164
1094,True,414,Religious Organization,5270
1095,True,343,Neighborhood Watch,5566
1096,False,159,None,1641
1097,True,379,Religious Organization,7853
1098,False,287,Sports Club,549
1099,False,421,Religious Organization,3223
1100,True,311,Religious Organization,4875
1101,True,281,Religious Organization,1042
1102,False,473,None,33
1103,True,369,Sports Club,6816
1104,True,129,Sports Club,9530
1105,False,24,None,2184
1106,True,12,None,6593
1107,False,373,Sports Club,489
1108,False,68,Sports Club,5196
1109,False,206,None,6446
1110,False,457,Neighborhood Watch,9230
1111,True,53,None,825
1112,False,360,Religious Organization,1204
1113,True,160,Sports Club,4504
1114,False,479,Religious Organization,2289
1115,False,132,Religious Organization,228
1116,True,64,Religious Organization,6586
1117,False,196,Neighborhood Watch,6919
1118,False,317,Sports Club,5982
1119,True,91,Neighborhood Watch,7127
1120,False,38,Neighborhood Watch,9632
1121,False,195,Neighborhood Watch,876
1122,True,388,None,687
1123,False,377,None,7138
1124,False,481,Sports Club,6155
1125,False,277,None,9928
1126,True,478,Religious Organization,3740
1127,False,390,Religious Organization,2817
1128,True,296,Religious Organization,1449
1129,False,403,Sports Club,1041
1130,False,278,Religious Organization,9024
1131,False,125,None,5923
1132,True,58,None,4187
1133,False,492,Religious Organization,5128
1134,True,374,Religious Organization,9981
1135,False,157,Religious Organization,9258
1136,False,178,Religious Organization,4930
1137,True,6,Sports Club,5422
1138,False,208,Sports Club,6255
1139,True,124,Neighborhood Watch,3587
1140,True,402,Sports Club,6598
1141,True,322,None,6626
1142,False,475,Religious Organization,4459
1143,True,453,Sports Club,3096
1144,True,141,Neighborhood Watch,1394
1145,False,338,Neighborhood Watch,3846
1146,False,384,None,632
1147,False,105,None,9761
1148,True,263,None,7989
1149,False,379,Religious Organization,9832
1150,False,285,Religious Organization,2504
1151,True,378,Religious Organization,4365
1152,False,182,Neighborhood Watch,4851
1153,True,139,None,3860
1154,False,131,Religious Organization,8323
1155,False,110,Neighborhood Watch,6099
1156,True,226,Sports Club,2836
1157,True,328,None,4756
1158,False,364,Sports Club,3230
1159,False,133,None,8161
1160,True,90,Sports Club,5055
1161,False,83,Sports Club,1892
1162,True,468,None,6857
1163,True,33,Neighborhood Watch,8793
1164,True,420,None,1687
1165,True,416,Religious Organization,1329
1166,False,379,Sports Club,4420
1167,False,249,None,5026
1168,False,347,Sports Club,6705
1169,False,277,Neighborhood Watch,6613
1170,True,177,Sports Club,8359
1171,False,444,None,1406
1172,True,460,None,3175
1173,False,267,Religious Organization,9744
1174,False,397,Religious Organization,8352
1175,False,0,Religious Organization,5063
1176,False,79,Neighborhood Watch,8550
1177,True,111,Religious Organization,7040
1178,True,162,Religious Organization,6751
1179,False,229,Sports Club,4024
1180,True,69,Sports Club,6552
1181,False,226,Religious Organization,3373
1182,False,49,Neighborhood Watch,9997
1183,False,79,Sports Club,3976
1184,False,126,None,2136
1185,False,491,Religious Organization,3892
1186,True,463,Sports Club,936
1187,True,73,Neighborhood Watch,1916
1188,False,20,Religious Organization,143
1189,True,255,Religious Organization,6596
1190,True,246,Sports Club,635
1191,True,402,None,775
1192,True,18,None,8730
1193,False,182,Sports Club,2132
1194,True,11,Neighborhood Watch,3071
1195,False,220,Sports Club,2611
1196,False,375,Sports Club,1678
1197,False,257,Neighborhood Watch,4617
1198,True,254,Neighborhood Watch,1180
1199,True,152,Sports Club,9523
1200,True,235,None,3578
1201,False,443,Sports Club,2217
1202,False,45,Religious Organization,3498
1203,True,267,Religious Organization,1627
1204,True,10,Sports Club,4271
1205,False,401,Sports Club,9463
1206,False,91,Neighborhood Watch,3489
1207,False,148,Sports Club,8655
1208,False,249,Sports Club,8513
1209,True,125,Religious Organization,2320
1210,True,168,None,5776
1211,True,138,None,2
1212,False,130,None,7574
1213,False,120,Neighborhood Watch,9184
1214,False,223,Religious Organization,6358
1215,False,368,Neighborhood Watch,486
1216,False,446,Sports Club,6428
1217,True,170,Religious Organization,6062
1218,True,152,Sports Club,8030
1219,True,304,Neighborhood Watch,7797
1220,True,235,Neighborhood Watch,2069
1221,False,55,Neighborhood Watch,3659
1222,True,225,Neighborhood Watch,16
1223,True,182,Neighborhood Watch,7942
1224,False,63,Neighborhood Watch,836
1225,True,272,Neighborhood Watch,287
1226,False,403,Sports Club,3159
1227,True,173,Religious Organization,3037
1228,True,169,Sports Club,8108
1229,False,491,Religious Organization,8236
1230,False,137,Religious Organization,3137
1231,False,359,None,6255
1232,True,300,Religious Organization,4295
1233,False,400,None,218
1234,True,369,Religious Organization,5516
1235,False,217,None,775
1236,False,287,Sports Club,786
1237,True,80,None,4096
1238,True,460,Neighborhood Watch,3444
1239,False,268,Religious Organization,2260
1240,True,257,Neighborhood Watch,8781
1241,False,458,None,7312
1242,True,482,Religious Organization,7963
1243,True,245,Neighborhood Watch,8355
1244,True,65,Neighborhood Watch,5376
1245,False,140,Sports Club,2048
1246,True,411,None,2884
1247,False,253,Neighborhood Watch,8955
1248,True,454,Neighborhood Watch,3483
1249,False,65,Neighborhood Watch,4925
1250,True,40,Neighborhood Watch,1950
1251,True,463,Sports Club,9531
1252,False,96,Sports Club,7003
1253,True,352,Neighborhood Watch,4583
1254,False,54,Sports Club,925
1255,True,434,Sports Club,9890
1256,True,354,Religious Organization,1081
1257,True,80,None,8375
1258,True,71,Sports Club,2367
1259,True,365,Neighborhood Watch,292
1260,True,187,Neighborhood Watch,772
1261,False,273,Neighborhood Watch,8034
1262,True,115,Sports Club,1781
1263,False,194,Religious Organization,8089
1264,True,171,Sports Club,328
1265,False,474,Neighborhood Watch,9179
1266,True,372,None,4247
1267,False,315,Sports Club,8343
1268,True,239,Religious Organization,5241
1269,True,206,Religious Organization,1219
1270,True,139,Religious Organization,2256
1271,True,490,None,9378
1272,True,246,Sports Club,4998
1273,False,393,None,5725
1274,True,395,None,5372
1275,True,333,Neighborhood Watch,1180
1276,True,171,Sports Club,9529
1277,False,381,Religious Organization,7591
1278,False,314,None,8136
1279,False,33,Sports Club,5301
1280,True,76,None,8219
1281,True,298,Sports Club,6557
1282,False,362,None,77
1283,True,246,None,4084
1284,False,281,Religious Organization,3608
1285,True,113,None,6882
1286,True,238,Sports Club,7216
1287,True,122,None,4833
1288,False,256,None,9384
1289,False,187,Sports Club,7491
1290,True,244,Sports Club,189
1291,False,264,Neighborhood Watch,9204
1292,False,101,None,8443
1293,True,405,Sports Club,6795
1294,True,26,None,1971
1295,True,153,Sports Club,992
1296,False,26,Neighborhood Watch,6811
1297,True,382,Religious Organization,3174
1298,True,139,Religious Organization,7215
1299,True,481,Neighborhood Watch,5898
1300,False,340,Religious Organization,4468
1301,True,368,None,5912
1302,False,220,Religious Organization,1844
1303,False,130,None,2104
1304,False,353,Sports Club,9059
1305,True,89,None,6727
1306,True,38,Neighborhood Watch,8058
1307,True,140,Sports Club,5735
1308,True,118,Neighborhood Watch,8057
1309,False,283,Neighborhood Watch,9953
1310,True,409,Religious Organization,6042
1311,False,414,Neighborhood Watch,422
1312,False,451,Neighborhood Watch,4212
1313,False,380,Religious Organization,7109
1314,True,170,Neighborhood Watch,4608
1315,True,465,Neighborhood Watch,3693
1316,False,22,Sports Club,5062
1317,True,71,None,4863
1318,True,469,None,3895
1319,True,210,Religious Organization,2620
1320,True,26,Neighborhood Watch,2409
1321,True,167,Sports Club,4134
1322,True,166,None,6445
1323,True,409,Sports Club,7090
1324,True,383,Neighborhood Watch,815
1325,False,186,None,5600
1326,True,277,Neighborhood Watch,6037
1327,False,126,None,7227
1328,False,148,Neighborhood Watch,9220
1329,False,257,None,936
1330,False,75,None,8617
1331,True,213,Neighborhood Watch,6790
1332,False,196,Sports Club,9500
1333,True,251,None,5114
1334,True,246,Neighborhood Watch,9696
1335,False,99,Neighborhood Watch,9342
1336,False,333,Neighborhood Watch,3565
1337,False,466,Neighborhood Watch,2654
1338,False,106,Religious Organization,6645
1339,True,3,None,5597
1340,False,4,Religious Organization,4320
1341,True,223,Religious Organization,798
1342,True,248,Sports Club,5120
1343,False,468,Sports Club,663
1344,True,383,Sports Club,5221
1345,False,443,Neighborhood Watch,8172
1346,False,469,Neighborhood Watch,15
1347,False,342,Neighborhood Watch,1731
1348,True,62,Sports Club,7772
1349,True,417,Sports Club,9401
1350,True,473,Religious Organization,4951
1351,True,442,Neighborhood Watch,8202
1352,True,66,Neighborhood Watch,9151
1353,False,159,Sports Club,2102
1354,False,105,None,1664
1355,True,332,Sports Club,4955
1356,True,108,Neighborhood Watch,5204
1357,False,140,Sports Club,180
1358,False,200,Religious Organization,5000
1359,False,169,Religious Organization,2887
1360,False,25,Neighborhood Watch,1045
1361,True,111,Religious Organization,9120
1362,False,274,Neighborhood Watch,5652
1363,False,399,Religious Organization,5390
1364,False,218,Sports Club,7887
1365,False,132,Sports Club,3219
1366,True,210,None,2828
1367,False,325,Sports Club,5275
1368,False,449,Sports Club,2971
1369,False,459,None,2427
1370,False,20,Neighborhood Watch,9184
1371,True,160,Neighborhood Watch,4214
1372,True,52,Sports Club,3606
1373,True,393,None,1792
1374,True,277,Religious Organization,470
1375,False,468,Religious Organization,6615
1376,False,408,Religious Organization,3944
1377,False,398,Neighborhood Watch,2392
1378,False,472,Sports Club,9950
1379,False,218,None,3850
1380,False,129,None,8754
1381,True,411,None,6487
1382,True,257,None,8961
1383,True,46,Sports Club,4064
1384,True,352,None,3526
1385,True,331,None,2989
1386,True,243,Religious Organization,9470
1387,True,337,Religious Organization,6272
1388,False,464,Religious Organization,178
1389,False,137,Neighborhood Watch,8590
1390,False,488,Sports Club,9593
1391,True,234,Sports Club,3043
1392,True,150,Sports Club,7826
1393,True,316,Neighborhood Watch,7181
1394,True,361,None,1359
1395,True,142,Religious Organization,7815
1396,False,102,None,7674
1397,False,25,None,4457
1398,True,319,Neighborhood Watch,9118
1399,True,498,None,3114
1400,True,62,Sports Club,3540
1401,False,71,Neighborhood Watch,8303
1402,True,321,Religious Organization,7709
1403,True,475,None,7758
1404,True,454,Sports Club,7710
1405,False,67,Religious Organization,9519
1406,False,277,Neighborhood Watch,5195
1407,True,41,Sports Club,2378
1408,True,420,None,9817
1409,False,87,None,708
1410,True,486,Sports Club,9955
1411,False,21,None,8001
1412,False,334,Neighborhood Watch,5027
1413,False,14,Neighborhood Watch,7158
1414,True,109,Religious Organization,1177
1415,True,375,Neighborhood Watch,1087
1416,True,331,Neighborhood Watch,8277
1417,True,322,Neighborhood Watch,7255
1418,True,467,Sports Club,3186
1419,False,111,Neighborhood Watch,1465
1420,False,87,Religious Organization,6366
1421,True,386,Neighborhood Watch,5692
1422,False,226,Neighborhood Watch,7198
1423,False,44,Religious Organization,1615
1424,True,83,Religious Organization,3707
1425,False,64,Religious Organization,9032
1426,True,481,Sports Club,6660
1427,False,252,Sports Club,3202
1428,True,204,Sports Club,2132
1429,True,243,Religious Organization,3322
1430,True,317,Sports Club,1140
1431,False,374,Neighborhood Watch,2586
1432,True,169,Sports Club,987
1433,False,348,None,2932
1434,False,115,Sports Club,298
1435,True,396,Sports Club,6689
1436,True,381,Religious Organization,1764
1437,True,474,Neighborhood Watch,2805
1438,False,20,None,5116
1439,True,1,Sports Club,9599
1440,True,412,Sports Club,961
1441,True,461,None,9613
1442,True,113,Neighborhood Watch,2655
1443,False,198,None,5064
1444,False,257,Religious Organization,9368
1445,True,56,None,8812
1446,True,48,Religious Organization,6100
1447,True,402,Religious Organization,33
1448,False,93,Neighborhood Watch,9001
1449,True,360,Neighborhood Watch,235
1450,True,432,None,5308
1451,False,77,Neighborhood Watch,6598
1452,True,146,Religious Organization,6302
1453,False,407,None,9791
1454,False,272,None,1618
1455,False,47,Neighborhood Watch,7517
1456,False,34,Sports Club,7120
1457,True,42,Sports Club,401
1458,True,408,Neighborhood Watch,5114
1459,True,482,Religious Organization,3209
1460,False,353,None,9231
1461,False,306,Neighborhood Watch,4203
1462,True,80,None,1124
1463,True,17,None,7160
1464,True,409,Neighborhood Watch,6331
1465,False,119,None,5428
1466,False,114,Religious Organization,7476
1467,True,140,Religious Organization,6204
1468,True,462,None,1859
1469,False,198,Neighborhood Watch,2615
1470,True,317,Neighborhood Watch,9904
1471,False,97,None,3910
1472,True,7,Neighborhood Watch,4824
1473,True,453,Neighborhood Watch,3051
1474,True,368,Sports Club,4884
1475,False,245,Religious Organization,1024
1476,False,184,Religious Organization,9550
1477,False,295,Neighborhood Watch,3955
1478,True,106,Sports Club,8117
1479,False,32,None,4212
1480,True,475,Religious Organization,4776
1481,False,483,Religious Organization,5194
1482,False,283,Neighborhood Watch,6973
1483,True,344,None,9727
1484,True,148,None,136
1485,True,99,Religious Organization,6575
1486,False,86,Neighborhood Watch,3766
1487,False,243,None,2742
1488,True,69,None,6682
1489,False,27,Religious Organization,4035
1490,False,255,None,7591
1491,True,496,Sports Club,3962
1492,True,135,Neighborhood Watch,164
1493,True,462,Neighborhood Watch,5911
1494,True,446,None,2968
1495,True,422,Religious Organization,8595
1496,False,85,Religious Organization,1901
1497,True,92,Neighborhood Watch,7193
1498,True,484,Religious Organization,6784
1499,False,153,Religious Organization,66
1500,True,240,Religious Organization,485
1501,True,491,Religious Organization,3680
1502,True,323,Sports Club,1668
1503,True,193,Religious Organization,5767
1504,True,114,Neighborhood Watch,1132
1505,True,368,Neighborhood Watch,1593
1506,False,420,Sports Club,8416
1507,False,206,Sports Club,1818
1508,False,461,None,4702
1509,False,111,Religious Organization,7111
1510,True,334,Religious Organization,7863
1511,True,89,Neighborhood Watch,9538
1512,False,184,Sports Club,8625
1513,True,490,Religious Organization,1370
1514,False,303,Neighborhood Watch,4742
1515,True,313,None,2749
1516,True,386,Religious Organization,9800
1517,True,428,Religious Organization,2452
1518,True,22,Religious Organization,7286
1519,True,321,None,911
1520,True,359,Religious Organization,7088
1521,True,410,Neighborhood Watch,6907
1522,True,266,Neighborhood Watch,587
1523,True,29,None,1638
1524,True,288,Neighborhood Watch,1009
1525,True,118,None,4454
1526,False,392,Neighborhood Watch,9287
1527,False,400,Sports Club,6580
1528,True,390,Neighborhood Watch,8837
1529,True,355,None,3990
1530,True,267,Sports Club,2782
1531,False,481,Neighborhood Watch,9813
1532,True,433,Neighborhood Watch,6573
1533,True,475,Religious Organization,5680
1534,False,419,Neighborhood Watch,817
1535,True,327,Religious Organization,9727
1536,True,155,Neighborhood Watch,1353
1537,False,92,Sports Club,2473
1538,True,312,Sports Club,8991
1539,False,499,Sports Club,3140
1540,True,485,Neighborhood Watch,7267
1541,True,5,Religious Organization,7190
1542,False,434,None,598
1543,False,455,Sports Club,7386
1544,False,281,Sports Club,5194
1545,True,219,Religious Organization,50
1546,True,72,Religious Organization,1283
1547,True,436,Religious Organization,7833
1548,True,339,Sports Club,5858
1549,True,286,Sports Club,9968
1550,True,327,Sports Club,9816
1551,True,460,None,5570
1552,False,460,Sports Club,7238
1553,True,325,None,2482
1554,False,423,None,9695
1555,True,369,Sports Club,6041
1556,True,137,None,2503
1557,False,464,None,809
1558,True,483,Religious Organization,3593
1559,False,250,Sports Club,838
1560,True,303,None,5764
1561,False,286,Religious Organization,1805
1562,False,475,Neighborhood Watch,5400
1563,True,164,Religious Organization,4715
1564,True,176,None,7171
1565,True,291,Religious Organization,7121
1566,False,382,Neighborhood Watch,1229
1567,True,488,Neighborhood Watch,5396
1568,True,443,None,9818
1569,False,414,Religious Organization,4086
1570,True,435,Religious Organization,2039
1571,False,50,Neighborhood Watch,2922
1572,False,254,None,6560
1573,False,428,None,5177
1574,True,73,Neighborhood Watch,5947
1575,True,49,Neighborhood Watch,8019
1576,False,429,Sports Club,1939
1577,False,143,Religious Organization,9333
1578,True,432,Neighborhood Watch,4155
1579,False,481,Religious Organization,1592
1580,True,139,Sports Club,6269
1581,False,90,Sports Club,1984
1582,True,350,None,7236
1583,True,459,Religious Organization,2469
1584,True,288,Neighborhood Watch,7867
1585,False,317,Neighborhood Watch,7436
1586,False,348,Sports Club,1571
1587,True,13,None,8317
1588,False,415,Religious Organization,770
1589,False,277,Sports Club,7320
1590,True,281,Religious Organization,1498
1591,True,281,None,2325
1592,True,447,Religious Organization,5599
1593,False,168,None,9727
1594,True,466,Sports Club,6587
1595,True,364,Neighborhood Watch,7972
1596,True,56,Neighborhood Watch,1006
1597,True,244,Neighborhood Watch,996
1598,True,399,Religious Organization,5326
1599,False,95,Neighborhood Watch,7527
1600,True,248,Neighborhood Watch,4174
1601,False,171,Religious Organization,2673
1602,True,4,Sports Club,8999
1603,True,219,Sports Club,7484
1604,True,247,None,2220
1605,True,57,Religious Organization,494
1606,False,390,Religious Organization,7755
1607,False,51,Sports Club,2542
1608,False,323,Sports Club,1771
1609,False,228,Religious Organization,2175
1610,False,214,Sports Club,2113
1611,True,207,Sports Club,7467
1612,False,51,Religious Organization,7192
1613,True,449,Religious Organization,5076
1614,False,275,Religious Organization,6303
1615,False,87,Religious Organization,403
1616,False,19,Religious Organization,4960
1617,False,281,Religious Organization,5739
1618,False,230,Religious Organization,474
1619,True,496,Neighborhood Watch,9555
1620,True,151,Neighborhood Watch,5858
1621,False,105,Neighborhood Watch,7537
1622,True,464,Religious Organization,7198
1623,True,432,None,3400
1624,True,126,Sports Club,3232
1625,True,138,Religious Organization,7021
1626,False,248,Religious Organization,1872
1627,True,204,Sports Club,4282
1628,True,217,Religious Organization,7017
1629,False,340,Religious Organization,2025
1630,False,406,None,9196
1631,False,271,None,3936
1632,False,103,Religious Organization,2291
1633,False,76,None,1120
1634,True,325,Sports Club,3335
1635,False,345,Neighborhood Watch,4927
1636,True,310,Sports Club,2929
1637,True,404,Religious Organization,8620
1638,True,46,Religious Organization,9792
1639,False,179,Religious Organization,5673
1640,False,147,Sports Club,7002
1641,False,409,None,8451
1642,True,382,Neighborhood Watch,4491
1643,False,190,Neighborhood Watch,1984
1644,False,234,Neighborhood Watch,7847
1645,True,27,Religious Organization,8998
1646,False,4,Sports Club,1026
1647,True,397,Neighborhood Watch,4043
1648,False,79,Religious Organization,2281
1649,False,128,Sports Club,7594
1650,True,492,Neighborhood Watch,8677
1651,False,365,Religious Organization,1526
1652,True,329,Neighborhood Watch,7841
1653,False,437,Neighborhood Watch,8549
1654,True,34,Neighborhood Watch,4795
1655,True,339,Sports Club,5547
1656,True,356,Sports Club,2522
1657,True,157,Religious Organization,9205
1658,True,308,None,993
1659,True,320,Neighborhood Watch,2929
1660,True,347,Religious Organization,137
1661,False,212,Sports Club,4029
1662,False,407,Neighborhood Watch,4696
1663,True,314,Sports Club,915
1664,True,299,Neighborhood Watch,9810
1665,True,197,Neighborhood Watch,4244
1666,True,345,Religious Organization,2141
1667,True,461,Neighborhood Watch,2135
1668,True,355,None,2812
1669,False,154,Sports Club,7751
1670,True,262,None,1381
1671,True,269,Neighborhood Watch,582
1672,False,467,Sports Club,7921
1673,True,338,Sports Club,6444
1674,True,300,Sports Club,1379
1675,False,25,Neighborhood Watch,1758
1676,True,391,Neighborhood Watch,6950
1677,True,6,Neighborhood Watch,9636
1678,False,293,None,761
1679,True,154,Sports Club,76
1680,False,262,Sports Club,6523
1681,True,336,Sports Club,9559
1682,True,327,Sports Club,1623
1683,False,299,Religious Organization,5376
1684,True,206,Religious Organization,4937
1685,False,257,Neighborhood Watch,5127
1686,True,408,Sports Club,1392
1687,True,15,Sports Club,3005
1688,False,92,Religious Organization,411
1689,False,495,None,7508
1690,False,450,Neighborhood Watch,3964
1691,False,78,Neighborhood Watch,9225
1692,True,445,None,5814
1693,False,211,Neighborhood Watch,5892
1694,True,389,Religious Organization,1287
1695,False,248,Neighborhood Watch,3759
1696,True,399,Sports Club,1304
1697,False,216,None,3041
1698,False,31,Neighborhood Watch,7890
1699,True,389,Sports Club,5298
1700,True,342,None,7375
1701,False,312,Neighborhood Watch,4063
1702,False,151,Neighborhood Watch,9439
1703,True,148,Neighborhood Watch,4713
1704,True,218,Neighborhood Watch,6000
1705,False,250,Religious Organization,5122
1706,True,470,Sports Club,5543
1707,True,121,None,2278
1708,True,206,Neighborhood Watch,7697
1709,False,480,None,5990
1710,True,405,Neighborhood Watch,668
1711,False,276,Neighborhood Watch,4031
1712,False,463,Neighborhood Watch,896
1713,True,309,Neighborhood Watch,9587
1714,False,461,Religious Organization,4571
1715,True,121,Neighborhood Watch,4102
1716,False,235,Sports Club,2217
1717,False,213,Religious Organization,3139
1718,False,245,Religious Organization,9429
1719,False,351,Religious Organization,1573
1720,True,356,Sports Club,2868
1721,True,69,Religious Organization,2941
1722,True,59,Neighborhood Watch,1385
1723,False,223,Religious Organization,833
1724,True,64,Neighborhood Watch,8981
1725,False,357,Religious Organization,6598
1726,False,79,None,1806
1727,True,275,Neighborhood Watch,5649
1728,True,393,Neighborhood Watch,1266
1729,False,28,None,4951
1730,True,74,Neighborhood Watch,4466
1731,True,76,Sports Club,3840
1732,True,456,None,8904
1733,False,203,None,7419
1734,True,337,Sports Club,9870
1735,False,0,Neighborhood Watch,2741
1736,True,383,Neighborhood Watch,3435
1737,True,168,Religious Organization,4400
1738,True,137,Sports Club,4849
1739,True,483,Neighborhood Watch,9518
1740,True,14,Neighborhood Watch,6606
1741,True,457,None,2982
1742,False,325,Neighborhood Watch,3909
1743,False,190,None,620
1744,False,463,None,3134
1745,True,347,None,7707
1746,True,467,None,3402
1747,False,336,None,5118
1748,True,107,Neighborhood Watch,3903
1749,True,440,Religious Organization,3198
1750,True,108,Sports Club,997
1751,True,339,None,4894
1752,False,180,Sports Club,5669
1753,False,95,Religious Organization,6356
1754,True,377,Neighborhood Watch,4592
1755,True,71,Religious Organization,3148
1756,False,390,None,3956
1757,True,25,Sports Club,2654
1758,False,490,Religious Organization,5309
1759,True,222,None,4182
1760,False,56,None,887
1761,False,226,Neighborhood Watch,2518
1762,False,406,Sports Club,253
1763,False,24,None,1949
1764,True,218,Sports Club,2100
1765,True,396,None,6637
1766,False,168,Neighborhood Watch,8415
1767,False,46,None,8467
1768,False,254,Religious Organization,9172
1769,True,356,Religious Organization,5958
1770,True,267,Neighborhood Watch,8276
1771,True,271,Sports Club,8004
1772,True,387,Religious Organization,909
1773,False,88,Neighborhood Watch,2488
1774,True,304,Religious Organization,547
1775,False,160,Sports Club,165
1776,False,27,Sports Club,2918
1777,False,177,None,9095
1778,True,333,Religious Organization,4997
