CitizenID,SocialSecurity,HealthcarePlan,UnemploymentBenefits,DisabilityBenefits
1126,True,None,False,True
1127,True,Plan A,False,False
1128,False,Plan A,False,False
1129,True,None,False,False
1130,False,Plan A,False,True
1131,True,None,True,True
1132,False,None,False,False
1133,False,None,True,True
1134,False,Plan C,True,True
1135,True,Plan B,True,False
1136,False,Plan B,False,False
1137,False,Plan B,True,False
1138,False,Plan B,True,False
1139,False,Plan B,False,True
1140,True,None,False,True
1141,True,Plan B,True,True
1142,True,None,False,False
1143,False,None,False,False
1144,False,Plan A,True,True
1145,True,Plan C,False,True
1146,True,Plan A,False,True
1147,True,Plan C,True,True
1148,True,Plan C,True,True
1149,False,None,False,False
1150,True,Plan A,True,True
1151,False,Plan A,False,False
1152,False,Plan B,False,True
1153,False,Plan A,True,False
1154,True,Plan A,False,False
1155,True,None,True,False
1156,True,Plan B,True,False
1157,True,Plan C,False,False
1158,False,Plan C,True,True
1159,True,Plan C,True,True
1160,True,Plan C,False,False
1161,False,Plan C,True,False
1162,True,Plan C,False,True
1163,True,None,False,True
1164,False,Plan C,False,False
1165,False,Plan A,False,False
1166,False,Plan C,True,False
1167,False,Plan B,True,False
1168,True,Plan A,True,False
1169,True,Plan C,False,True
1170,True,Plan C,False,False
1171,False,Plan C,False,False
1172,True,Plan A,True,False
1173,True,Plan A,False,False
1174,True,Plan C,True,False
1175,False,None,False,True
1176,False,Plan A,False,False
1177,False,Plan A,True,True
1178,False,Plan C,True,True
1179,True,Plan A,False,True
1180,False,None,True,False
1181,False,Plan B,True,True
1182,False,Plan B,False,False
1183,True,Plan C,False,False
1184,True,Plan A,True,False
1185,False,Plan B,False,False
1186,False,None,True,True
1187,True,Plan B,False,True
1188,True,None,True,True
1189,False,Plan A,False,False
1190,False,None,False,True
1191,True,Plan A,False,True
1192,True,Plan C,True,False
1193,False,Plan A,True,False
1194,True,Plan C,True,False
1195,True,None,True,False
1196,False,Plan A,True,True
1197,False,Plan B,False,False
1198,False,Plan C,True,True
1199,False,Plan B,True,False
1200,True,Plan B,False,True
1201,True,Plan B,True,False
1202,False,Plan A,False,True
1203,False,Plan C,True,False
1204,True,Plan B,False,False
1205,False,Plan C,True,True
1206,False,Plan B,False,True
1207,True,None,True,True
1208,True,Plan C,False,True
1209,False,Plan C,True,False
1210,True,None,True,True
1211,False,Plan C,False,True
1212,True,None,True,True
1213,False,None,True,False
1214,False,Plan A,False,False
1215,True,Plan B,True,True
1216,True,Plan C,False,False
1217,True,Plan B,True,False
1218,True,None,True,True
1219,True,Plan B,True,True
1220,False,Plan C,False,False
1221,False,None,False,True
1222,True,Plan C,False,True
1223,True,None,True,False
1224,True,Plan C,True,False
1225,False,Plan B,True,True
1226,False,Plan B,False,True
1227,True,Plan B,False,True
1228,True,None,True,False
1229,False,Plan A,False,True
1230,True,Plan C,True,True
1231,True,None,False,False
1232,True,Plan B,True,True
1233,False,None,False,True
1234,True,None,False,True
1235,True,Plan C,False,True
1236,False,Plan A,True,False
1237,True,Plan C,False,False
1238,True,None,False,True
1239,True,Plan A,True,True
1240,True,None,False,True
1241,True,Plan A,True,False
1242,True,Plan C,True,True
1243,True,None,True,True
1244,False,Plan A,True,True
1245,False,None,True,False
1246,True,None,False,True
1247,True,Plan A,False,False
1248,True,Plan A,True,False
1249,False,Plan B,True,True
1250,False,Plan C,False,False
1251,True,None,False,False
1252,True,None,True,False
1253,True,Plan C,True,False
1254,True,Plan B,False,True
1255,True,Plan B,False,False
1256,True,Plan A,False,False
1257,True,Plan A,False,False
1258,False,Plan B,True,False
1259,True,Plan C,False,False
1260,False,Plan C,False,False
1261,False,Plan A,False,True
1262,True,Plan C,True,False
1263,False,None,False,True
1264,False,None,True,False
1265,True,Plan C,False,False
1266,False,None,True,True
1267,False,None,True,False
1268,True,Plan C,False,True
1269,False,Plan A,True,False
1270,True,Plan B,True,True
1271,True,Plan C,True,True
1272,False,Plan C,True,True
1273,False,Plan C,False,False
1274,True,Plan C,True,True
1275,True,Plan C,False,True
1276,True,Plan B,True,True
1277,False,Plan C,True,False
1278,False,Plan C,False,False
1279,True,Plan A,True,True
1280,True,Plan A,True,False
1281,False,Plan C,False,True
1282,False,Plan A,True,False
1283,False,Plan C,True,True
1284,True,Plan C,False,True
1285,True,Plan A,True,True
1286,False,Plan A,True,False
1287,False,Plan C,True,False
1288,False,Plan B,False,False
1289,True,Plan C,True,True
1290,True,Plan C,False,True
1291,False,Plan B,True,False
1292,False,Plan B,False,True
1293,True,Plan B,False,True
1294,False,None,False,True
1295,False,Plan B,False,True
1296,True,Plan C,True,False
1297,False,Plan A,False,True
1298,True,Plan B,True,False
1299,False,None,False,True
1300,True,Plan B,False,True
1301,False,None,True,True
1302,False,Plan B,False,True
1303,True,None,False,False
1304,False,Plan B,False,False
1305,False,Plan B,False,True
1306,False,None,False,False
1307,False,Plan A,True,False
1308,True,Plan B,True,False
1309,True,Plan B,True,False
1310,True,None,False,False
1311,True,Plan C,False,False
1312,False,Plan B,False,True
1313,True,None,True,True
1314,False,None,False,False
1315,True,Plan C,True,False
1316,False,Plan A,False,False
1317,False,None,True,False
1318,False,None,False,False
1319,False,Plan A,False,False
1320,False,None,True,True
1321,True,Plan B,True,False
1322,False,Plan B,False,False
1323,True,Plan A,True,True
1324,False,None,True,True
1325,True,Plan B,True,True
1326,True,Plan B,False,False
1327,False,Plan A,True,False
1328,False,Plan A,False,True
1329,True,None,True,True
1330,True,Plan B,True,True
1331,True,Plan A,False,False
1332,False,None,False,False
1333,False,None,True,False
1334,True,Plan A,False,False
1335,True,Plan A,True,True
1336,True,None,False,False
1337,False,Plan A,True,True
1338,True,Plan C,True,False
1339,False,Plan B,True,True
1340,True,Plan B,False,True
1341,False,Plan C,False,False
1342,False,None,True,False
1343,True,Plan C,False,False
1344,True,Plan A,False,True
1345,True,Plan A,True,False
1346,True,None,False,True
1347,False,Plan B,False,False
1348,True,Plan A,False,True
1349,False,Plan A,True,True
1350,True,Plan A,True,False
1351,True,Plan C,True,False
1352,False,Plan B,True,False
1353,True,None,True,False
1354,False,None,False,False
1355,True,Plan A,False,True
1356,True,Plan C,False,True
1357,False,None,True,False
1358,True,Plan B,True,False
1359,False,Plan A,True,False
1360,True,Plan A,True,True
1361,False,Plan C,True,False
1362,False,None,True,True
1363,True,Plan C,True,False
1364,True,Plan A,False,True
1365,False,Plan B,True,True
1366,False,Plan A,True,False
1367,True,None,False,True
1368,False,Plan C,False,False
1369,True,Plan A,False,True
1370,True,Plan C,False,True
1371,False,Plan A,True,True
1372,True,Plan C,True,False
1373,True,None,True,False
1374,True,None,False,True
1375,True,Plan A,True,True
1376,True,Plan B,True,False
1377,False,Plan C,False,False
1378,False,None,True,False
1379,False,None,True,True
1380,True,Plan A,False,True
1381,True,Plan C,False,False
1382,True,Plan B,False,True
1383,True,Plan B,True,True
1384,False,Plan A,False,False
1385,False,Plan A,False,False
1386,True,None,True,False
1387,True,Plan C,True,True
1388,True,Plan A,True,False
1389,False,Plan A,True,False
1390,True,None,True,False
1391,True,Plan C,False,False
1392,False,Plan A,False,True
1393,False,Plan C,True,False
1394,True,Plan C,True,False
1395,True,Plan A,True,True
1396,False,None,True,True
1397,True,None,True,False
1398,False,Plan A,True,True
1399,False,None,True,False
1400,False,None,True,False
1401,True,None,False,False
1402,False,Plan C,True,True
1403,True,Plan A,False,False
1404,True,Plan A,True,False
1405,False,Plan A,False,True
1406,False,Plan C,True,False
1407,True,None,True,False
1408,False,Plan A,False,True
1409,False,Plan B,True,False
1410,True,Plan A,False,False
1411,False,Plan A,True,False
1412,True,Plan A,False,True
1413,True,Plan C,False,False
1414,False,None,True,True
1415,True,Plan C,False,False
1416,False,None,False,False
1417,True,Plan C,False,True
1418,False,None,False,False
1419,False,None,True,False
1420,False,None,True,True
1421,True,Plan B,False,True
1422,False,None,True,True
1423,True,Plan A,False,False
1424,False,Plan C,True,False
1425,False,Plan C,False,True
1426,False,Plan C,True,False
1427,False,None,True,True
1428,False,Plan A,True,True
1429,False,Plan A,False,False
1430,False,None,True,True
1431,True,None,True,False
1432,True,None,True,True
1433,True,None,False,True
1434,True,Plan B,True,True
1435,False,Plan C,False,False
1436,False,Plan B,False,False
1437,False,Plan A,True,False
1438,False,Plan A,True,False
1439,False,Plan C,True,False
1440,True,Plan C,False,True
1441,False,None,True,True
1442,True,Plan A,False,True
1443,False,Plan A,True,True
1444,True,None,False,False
1445,True,None,False,False
1446,False,Plan A,False,False
1447,False,Plan C,False,True
1448,False,Plan C,False,True
1449,True,Plan C,False,True
1450,True,Plan A,False,True
1451,True,Plan B,True,True
1452,True,Plan A,False,True
1453,True,None,True,True
1454,False,Plan A,True,False
1455,False,Plan B,False,True
1456,False,Plan C,True,False
1457,True,None,True,False
1458,False,Plan B,False,True
1459,False,Plan A,False,False
1460,False,Plan A,True,False
1461,True,None,False,True
1462,True,Plan C,True,False
1463,True,Plan B,True,True
1464,False,Plan C,False,False
1465,True,Plan C,False,True
1466,False,Plan C,False,True
1467,True,Plan A,True,True
1468,False,None,True,False
1469,True,Plan B,False,True
1470,True,Plan B,False,True
1471,False,None,True,True
1472,False,Plan C,False,True
1473,False,None,False,False
1474,False,None,True,True
1475,False,Plan B,True,False
1476,True,Plan A,False,True
1477,True,None,True,False
1478,False,Plan A,False,False
1479,False,None,False,False
1480,False,None,True,True
1481,False,Plan B,True,False
1482,True,Plan C,True,False
1483,False,Plan C,True,True
1484,False,Plan C,True,False
1485,True,Plan C,False,True
1486,True,Plan C,False,True
1487,True,Plan C,False,True
1488,False,Plan B,True,True
1489,True,None,False,True
1490,False,Plan C,False,True
1491,False,None,True,False
1492,False,Plan B,False,False
1493,True,Plan A,True,True
1494,True,None,False,False
1495,True,None,False,False
1496,False,None,True,True
1497,False,Plan C,True,True
1498,False,None,False,True
1499,True,Plan C,False,False
1500,True,Plan C,True,True
1501,False,Plan A,True,False
1502,False,Plan C,False,False
1503,False,Plan A,True,True
1504,False,Plan B,False,False
1505,True,Plan A,False,False
1506,True,Plan B,False,True
1507,True,Plan B,True,False
1508,False,Plan C,True,True
1509,False,Plan C,True,True
1510,False,Plan A,False,True
1511,False,Plan C,True,False
1512,True,Plan A,True,False
1513,False,Plan C,True,False
1514,True,Plan C,True,False
1515,True,Plan B,False,True
1516,False,Plan A,True,True
1517,True,Plan A,False,False
1518,True,Plan A,True,True
1519,True,Plan A,False,True
1520,True,Plan B,False,False
1521,True,Plan B,False,False
1522,False,Plan B,False,True
1523,False,None,False,True
1524,True,Plan A,True,True
1525,True,None,True,False
1526,True,None,True,False
1527,True,Plan B,False,False
1528,False,Plan B,True,True
1529,True,Plan C,False,True
1530,True,Plan C,False,False
1531,True,Plan A,False,False
1532,True,Plan A,True,False
1533,True,Plan A,True,True
1534,False,Plan B,False,False
1535,True,Plan C,False,False
1536,False,Plan B,True,True
1537,True,Plan B,True,True
1538,True,Plan C,True,True
1539,False,Plan A,False,False
1540,True,None,False,True
1541,False,Plan C,True,False
1542,True,Plan A,False,False
1543,True,None,False,False
1544,False,Plan C,False,False
1545,True,Plan B,True,False
1546,False,Plan A,True,True
1547,True,Plan C,True,True
1548,False,Plan A,True,True
1549,False,None,True,True
1550,False,Plan A,False,True
1551,True,Plan C,False,False
1552,False,Plan C,True,True
1553,False,Plan B,True,False
1554,False,Plan C,False,False
1555,True,Plan B,False,True
1556,True,Plan C,True,True
1557,False,Plan C,False,True
1558,False,Plan A,False,True
1559,True,Plan C,True,True
1560,False,Plan C,True,False
1561,True,None,True,False
1562,True,None,True,True
1563,True,None,False,True
1564,False,Plan B,False,False
1565,False,Plan B,True,True
1566,True,Plan A,False,False
1567,True,Plan C,False,True
1568,False,None,False,False
1569,False,Plan A,False,True
1570,False,Plan A,True,False
1571,False,Plan C,True,True
1572,False,None,False,False
1573,False,None,True,True
1574,True,Plan C,False,False
1575,False,Plan B,True,False
1576,False,None,False,False
1577,True,Plan A,False,True
1578,True,None,False,False
1579,True,Plan A,False,True
1580,True,Plan A,True,True
1581,True,None,False,True
1582,False,Plan B,True,True
1583,True,Plan C,True,True
1584,True,Plan A,False,False
1585,False,None,False,True
1586,False,Plan B,True,False
1587,False,Plan C,True,True
1588,False,Plan C,False,False
1589,True,Plan B,True,True
1590,True,Plan A,False,False
1591,True,Plan C,False,True
1592,True,None,False,False
1593,False,None,False,False
1594,True,Plan B,True,True
1595,True,Plan B,False,False
1596,True,Plan B,True,True
1597,True,Plan A,False,True
1598,False,Plan B,False,True
1599,False,Plan B,False,True
1600,False,Plan C,False,False
1601,False,Plan A,True,True
1602,False,Plan A,False,True
1603,False,None,True,True
1604,False,Plan C,True,False
1605,False,Plan C,True,True
1606,False,None,False,True
1607,False,None,True,False
1608,False,None,False,True
1609,True,None,True,False
1610,False,Plan A,True,True
1611,True,Plan C,True,False
1612,True,None,True,True
1613,False,Plan A,True,True
1614,False,Plan A,True,False
1615,False,Plan C,False,True
1616,False,None,False,True
1617,False,Plan B,False,True
1618,False,Plan A,True,False
1619,False,None,True,False
1620,True,None,False,False
1621,False,Plan C,True,False
1622,True,Plan C,True,False
1623,False,Plan A,False,False
1624,False,Plan C,False,False
1625,False,Plan B,True,False
1626,False,Plan C,True,False
1627,False,None,True,False
1628,False,Plan C,False,False
1629,True,Plan C,False,True
1630,True,Plan A,False,True
1631,False,Plan B,True,False
1632,True,Plan A,False,False
1633,False,Plan C,True,False
1634,False,Plan A,True,False
1635,False,Plan C,True,False
1636,True,Plan C,True,True
1637,False,Plan A,False,True
1638,True,None,False,False
1639,True,Plan B,True,False
1640,False,None,True,True
1641,True,Plan B,False,True
1642,True,Plan A,True,True
1643,True,None,False,True
1644,False,Plan C,True,True
1645,False,Plan C,True,True
1646,False,Plan A,True,False
1647,False,Plan C,False,True
1648,True,None,False,True
1649,False,Plan C,False,False
1650,False,Plan B,True,True
1651,False,Plan B,False,True
1652,True,Plan A,False,True
1653,True,None,True,False
1654,True,Plan C,False,False
1655,True,None,True,True
1656,True,Plan A,True,False
1657,False,Plan A,False,False
1658,False,None,False,False
1659,True,Plan A,False,True
1660,False,Plan A,True,True
1661,False,Plan B,False,False
1662,True,Plan B,True,False
1663,False,None,False,False
1664,True,None,True,False
1665,True,Plan C,True,False
1666,True,Plan C,True,False
1667,False,Plan A,False,False
1668,True,Plan B,False,False
1669,False,Plan A,False,False
1670,True,Plan B,True,False
1671,False,None,False,True
1672,True,Plan A,False,True
1673,True,None,True,True
1674,True,Plan B,True,True
1675,True,Plan A,False,False
1676,True,Plan A,True,True
1677,True,Plan B,False,True
1678,False,None,False,False
1679,True,None,True,False
1680,False,Plan C,False,True
1681,True,Plan C,True,True
1682,False,Plan B,True,True
1683,False,None,True,True
1684,True,Plan B,False,False
1685,False,Plan A,True,False
1686,True,Plan B,True,True
1687,True,None,True,True
1688,True,None,True,False
1689,True,Plan B,False,True
1690,True,Plan B,True,False
1691,False,Plan C,False,True
1692,False,Plan B,False,False
1693,True,Plan A,False,True
1694,True,Plan A,False,True
1695,False,Plan A,False,True
1696,True,Plan C,False,False
1697,False,Plan B,False,True
1698,False,Plan B,True,True
1699,False,Plan B,False,True
1700,True,None,False,True
1701,True,Plan A,False,False
1702,True,Plan A,True,True
1703,True,None,True,False
1704,True,Plan C,True,False
1705,True,None,True,True
1706,True,Plan C,False,False
1707,True,Plan A,True,False
1708,True,Plan C,True,False
1709,False,None,True,False
1710,False,Plan A,True,False
1711,False,None,False,True
1712,True,Plan B,False,True
1713,True,Plan C,False,False
1714,False,Plan B,True,False
1715,False,Plan C,False,False
1716,False,Plan C,False,True
1717,False,None,False,True
1718,True,Plan C,True,True
1719,False,Plan A,False,False
1720,True,None,False,False
1721,False,Plan B,True,False
1722,True,Plan A,False,True
1723,True,Plan C,True,False
1724,False,Plan B,True,False
1725,True,Plan B,True,False
1726,True,Plan A,False,False
1727,True,Plan A,True,True
1728,True,Plan A,True,False
1729,True,Plan C,True,True
1730,True,Plan A,True,False
1731,True,Plan B,False,False
1732,False,Plan C,False,False
1733,False,None,False,False
1734,False,Plan A,True,False
1735,True,None,False,False
1736,False,Plan C,True,False
1737,True,Plan A,True,False
1738,True,None,False,True
1739,False,Plan C,True,False
1740,False,Plan C,False,True
1741,True,Plan C,False,True
1742,False,None,False,True
1743,True,None,True,True
1744,False,None,True,False
1745,False,Plan A,True,True
1746,False,Plan C,False,False
1747,False,None,True,True
1748,True,Plan A,False,True
1749,False,None,True,True
1750,True,Plan C,True,False
1751,True,None,False,False
1752,False,Plan B,True,True
1753,False,Plan A,False,False
1754,True,Plan C,True,True
1755,True,None,True,False
1756,True,None,True,True
1757,False,Plan A,False,False
1758,True,Plan C,True,False
1759,False,Plan B,True,True
1760,True,Plan C,False,False
1761,False,Plan C,True,False
1762,False,Plan A,True,True
1763,True,Plan C,True,True
1764,False,Plan B,True,True
1765,True,Plan C,False,True
1766,False,Plan C,True,False
1767,True,Plan C,True,True
1768,False,Plan C,False,False
1769,True,Plan B,True,False
1770,True,Plan C,True,False
1771,True,Plan C,False,False
1772,True,Plan B,False,True
1773,True,Plan C,True,False
1774,True,None,False,False
1775,True,None,False,False
1776,False,None,False,False
1777,False,Plan A,True,False
1778,False,Plan C,True,True
1779,False,Plan C,True,False
1780,True,None,True,False
1781,False,Plan C,False,False
1782,False,Plan B,True,False
1783,False,Plan B,False,False
1784,True,None,True,True
1785,False,Plan A,False,True
1786,False,Plan A,False,True
1787,False,Plan B,True,False
1788,True,Plan A,True,True
1789,False,Plan A,True,False
1790,False,None,True,False
1791,True,Plan B,True,False
1792,True,Plan A,True,True
1793,False,Plan A,False,False
1794,False,Plan C,True,True
1795,True,None,True,False
1796,True,Plan A,True,False
1797,True,Plan B,True,True
1798,True,Plan A,False,True
1799,False,Plan C,False,True
1800,False,Plan B,False,False
1801,False,Plan C,False,True
1802,True,Plan C,True,True
1803,True,Plan A,True,False
1804,False,None,False,True
1805,False,None,False,False
1806,True,Plan B,True,False
1807,True,Plan A,False,True
1808,True,None,True,False
1809,True,Plan B,True,False
1810,False,Plan B,False,True
1811,True,Plan B,False,True
1812,True,Plan B,False,False
1813,True,Plan C,False,False
1814,False,Plan A,False,True
1815,False,Plan C,False,False
1816,True,None,False,True
1817,True,Plan A,True,True
1818,False,Plan C,False,False
1819,True,Plan B,False,True
1820,False,Plan B,True,False
1821,False,Plan C,False,True
1822,False,Plan C,False,False
1823,False,Plan C,True,False
1824,True,None,True,False
1825,True,None,False,False
1826,False,None,True,False
1827,True,None,False,False
1828,False,Plan A,True,True
1829,False,Plan A,False,False
1830,False,Plan B,True,False
1831,True,Plan A,True,False
1832,True,None,False,False
1833,False,Plan B,True,True
1834,True,Plan B,False,False
1835,False,None,True,True
1836,True,Plan A,True,True
1837,True,Plan B,False,True
1838,False,Plan A,False,False
1839,False,Plan A,True,True
1840,True,Plan C,False,False
1841,True,None,True,True
1842,False,Plan B,False,False
1843,True,Plan A,False,True
1844,False,Plan B,True,False
1845,False,Plan C,True,False
1846,False,None,True,True
1847,True,None,True,False
1848,False,Plan C,True,True
1849,False,Plan A,False,True
1850,True,Plan C,True,False
1851,True,Plan A,True,False
1852,True,Plan B,True,False
1853,True,None,True,False
1854,False,Plan C,False,False
1855,True,Plan C,True,True
1856,False,Plan B,True,True
1857,True,None,False,False
1858,True,Plan B,True,True
1859,False,Plan C,True,True
1860,False,Plan B,False,True
1861,True,Plan C,False,True
1862,True,None,False,False
1863,True,Plan C,True,False
1864,True,None,True,True
1865,False,None,False,True
1866,False,Plan A,False,True
1867,False,Plan A,True,False
1868,False,Plan C,True,True
1869,True,None,False,True
1870,True,Plan C,True,False
1871,False,Plan B,False,False
1872,True,Plan C,False,True
1873,False,Plan B,True,True
1874,False,Plan B,True,True
1875,True,None,False,True
1876,True,Plan B,False,False
1877,False,Plan A,True,False
1878,True,Plan C,False,False
1879,True,Plan C,False,False
1880,True,Plan C,False,True
1881,True,None,False,False
1882,False,Plan A,True,False
1883,False,None,True,True
1884,True,Plan A,True,True
1885,False,Plan C,False,False
1886,True,None,True,True
1887,True,Plan A,False,True
1888,True,None,False,True
1889,True,Plan A,True,False
1890,True,None,False,True
1891,True,None,True,True
1892,True,Plan B,False,False
1893,False,Plan B,False,False
1894,False,Plan A,True,True
1895,True,Plan A,False,False
1896,False,Plan C,True,True
1897,True,Plan C,False,True
1898,False,None,True,True
1899,True,Plan C,False,False
1900,False,Plan A,True,True
1901,True,Plan B,True,False
1902,True,Plan A,False,False
1903,True,None,True,True
1904,True,None,True,True
1905,True,Plan B,True,True
1906,False,Plan C,True,False
1907,True,Plan C,True,False
1908,True,Plan B,True,False
1909,False,Plan A,False,True
1910,True,Plan C,False,True
1911,True,Plan A,False,False
1912,True,Plan A,True,False
1913,True,Plan B,False,True
1914,False,Plan C,True,False
1915,False,Plan C,False,True
1916,True,Plan A,False,True
1917,True,Plan C,False,True
1918,False,Plan C,True,True
1919,False,None,True,False
1920,True,Plan A,True,True
1921,False,Plan A,True,True
1922,True,Plan A,True,True
1923,False,Plan B,False,True
1924,False,Plan A,True,True
1925,True,None,False,False
1926,False,None,True,False
1927,True,None,True,True
1928,False,Plan C,True,True
1929,False,Plan C,True,True
1930,True,Plan C,False,False
1931,True,Plan B,False,True
1932,True,None,True,True
1933,False,Plan A,False,True
1934,True,Plan B,True,True
1935,True,Plan C,False,False
1936,True,Plan A,True,True
1937,False,Plan A,True,False
1938,True,Plan A,True,False
1939,False,Plan A,True,False
1940,True,None,True,False
1941,True,None,True,False
1942,False,None,True,False
1943,True,Plan B,True,False
1944,False,Plan A,False,False
1945,True,Plan A,False,False
1946,False,Plan C,True,False
1947,False,Plan A,False,True
1948,True,None,False,True
1949,False,Plan C,True,True
1950,True,Plan A,True,False
1951,True,Plan B,True,True
1952,False,Plan B,False,True
1953,True,Plan C,True,True
1954,False,Plan B,False,True
1955,True,Plan C,True,True
1956,True,Plan B,False,False
1957,True,Plan B,True,False
1958,False,None,True,False
1959,False,Plan A,True,True
1960,False,Plan A,True,True
1961,False,Plan A,False,True
1962,False,Plan B,False,False
1963,True,Plan A,False,True
1964,True,None,True,True
1965,True,Plan A,False,True
1966,True,Plan B,False,False
1967,False,Plan A,True,False
1968,False,Plan C,True,True
1969,True,Plan A,False,False
1970,False,Plan B,True,True
1971,False,Plan B,True,False
1972,False,Plan B,True,True
1973,True,None,True,False
1974,True,Plan A,False,True
1975,False,Plan A,False,True
1976,False,Plan B,False,True
1977,False,Plan B,False,True
1978,False,Plan C,False,False
1979,False,None,False,True
1980,False,Plan A,True,True
1981,True,None,False,True
1982,True,Plan A,True,False
1983,False,None,True,True
1984,True,None,False,True
1985,True,Plan B,True,True
1986,False,Plan C,True,False
1987,False,None,False,False
1988,False,Plan A,True,False
1989,False,Plan A,True,True
1990,True,None,True,False
1991,False,Plan A,False,True
1992,True,Plan B,False,False
1993,True,Plan C,False,False
1994,False,None,False,True
1995,False,Plan C,True,True
1996,True,Plan A,False,False
1997,True,None,True,False
1998,False,Plan C,True,False
1999,True,Plan B,False,True
2000,False,None,False,False
2001,False,None,False,True
2002,True,Plan A,True,False
2003,True,Plan A,False,True
2004,False,Plan A,True,True
2005,False,Plan B,True,False
2006,True,Plan C,False,False
2007,False,None,True,True
2008,True,None,True,False
2009,True,Plan B,True,True
2010,False,Plan A,False,True
2011,False,Plan C,False,False
2012,True,Plan C,True,True
2013,True,Plan A,True,False
2014,True,Plan B,True,False
2015,False,None,False,False
2016,False,Plan C,False,False
2017,True,None,True,False
2018,True,Plan A,False,False
2019,True,Plan A,False,True
2020,True,Plan B,True,True
2021,False,Plan C,True,False
2022,False,None,True,False
2023,True,Plan A,False,True
2024,False,Plan B,False,False
2025,False,Plan C,True,True
2026,True,Plan B,False,False
2027,False,Plan B,False,True
2028,True,Plan B,False,True
2029,True,Plan B,True,False
2030,True,Plan C,False,False
2031,False,Plan B,True,True
2032,True,Plan C,True,False
2033,True,Plan B,False,True
2034,True,Plan B,False,False
2035,False,None,True,True
2036,False,Plan A,False,False
2037,True,Plan B,False,True
2038,False,Plan B,True,True
2039,True,Plan A,False,False
2040,True,Plan C,False,False
2041,False,Plan B,False,False
2042,False,None,False,False
2043,True,Plan C,True,False
2044,False,None,True,True
2045,True,None,False,True
2046,False,None,False,True
2047,True,Plan C,True,True
2048,False,None,True,True
2049,False,None,True,True
2050,True,Plan C,False,False
2051,True,Plan B,True,False
2052,False,Plan A,True,False
2053,True,Plan C,False,True
2054,False,Plan A,False,True
2055,False,Plan C,False,True
2056,False,Plan B,True,False
2057,False,Plan C,False,False
2058,False,Plan A,True,False
2059,True,Plan B,False,True
2060,True,Plan A,False,True
2061,False,None,False,False
2062,True,Plan B,False,True
2063,False,None,False,True
2064,False,None,True,True
2065,True,None,True,True
2066,True,Plan A,False,True
2067,False,None,True,True
2068,False,Plan B,False,True
2069,False,Plan C,True,True
2070,True,Plan A,True,True
2071,False,None,False,False
2072,False,None,False,True
2073,False,Plan C,True,True
2074,True,Plan C,True,True
2075,True,None,True,True
2076,True,None,True,False
2077,False,Plan B,True,True
2078,True,Plan B,False,True
2079,True,None,False,True
2080,False,None,False,True
2081,True,Plan A,True,False
2082,True,Plan A,True,False
2083,True,Plan B,True,True
2084,True,None,True,True
2085,False,Plan C,True,False
2086,True,Plan C,False,True
2087,True,Plan A,False,False
2088,True,None,False,False
2089,True,Plan A,False,True
2090,True,Plan B,True,False
2091,True,Plan B,False,False
2092,True,Plan C,True,True
2093,True,Plan C,True,True
2094,False,None,False,False
2095,False,None,False,False
2096,False,Plan C,True,False
2097,True,Plan B,True,False
2098,False,Plan B,False,False
2099,False,Plan B,False,False
2100,True,None,True,True
2101,False,Plan C,False,True
2102,False,Plan A,True,True
2103,True,Plan B,False,False
2104,True,Plan A,True,True
2105,False,None,True,False
2106,False,Plan A,True,True
2107,False,Plan B,True,True
2108,True,None,True,True
2109,True,None,False,False
2110,False,Plan C,True,False
2111,False,Plan A,True,False
2112,True,Plan A,False,False
2113,False,Plan C,True,False
2114,False,Plan A,False,True
2115,True,Plan B,False,False
2116,False,None,True,True
2117,True,None,True,False
2118,True,Plan C,False,False
2119,True,Plan C,True,False
2120,False,Plan B,False,False
2121,False,Plan B,False,False
2122,True,None,False,False
2123,True,Plan A,False,False
2124,True,None,True,False
2125,False,None,True,True
2126,True,Plan C,True,False
2127,False,None,False,True
2128,False,Plan B,True,False
2129,False,None,False,True
2130,False,Plan A,True,False
2131,False,None,True,False
2132,True,Plan B,True,False
2133,True,Plan C,True,False
2134,True,Plan C,True,False
2135,True,Plan A,False,True
2136,True,Plan A,False,False
2137,True,None,True,False
2138,False,Plan C,False,True
2139,True,Plan C,False,False
2140,False,Plan A,True,False
2141,True,None,True,False
2142,True,Plan B,True,False
2143,False,Plan B,True,False
2144,True,Plan B,False,True
2145,True,Plan A,True,False
2146,False,Plan C,True,False
2147,True,Plan C,False,True
2148,False,Plan C,False,True
2149,True,Plan B,False,True
2150,True,None,True,False
2151,True,Plan A,False,True
2152,False,Plan C,True,True
2153,False,None,False,False
2154,True,Plan C,False,True
2155,True,Plan C,False,False
2156,False,None,False,True
2157,False,Plan B,True,True
2158,True,Plan A,True,True
2159,True,Plan B,False,True
2160,False,Plan C,True,True
2161,False,None,True,True
2162,True,Plan C,False,False
2163,False,Plan B,True,False
2164,False,None,True,True
2165,True,Plan A,False,True
2166,True,None,True,True
2167,True,Plan A,False,False
2168,True,None,True,False
2169,True,None,True,True
2170,False,Plan B,True,False
2171,True,Plan B,True,False
2172,False,Plan B,False,True
2173,False,Plan C,False,False
2174,True,Plan C,True,True
2175,True,Plan B,True,False
2176,False,None,True,False
2177,False,Plan B,True,False
2178,True,None,False,False
2179,False,None,True,True
2180,False,Plan A,True,False
2181,True,Plan C,True,False
