CitizenID,HighestEducation,FieldOfStudy,GraduationYear,LanguageProficiency
1276,High School,Law,2018,Fluent
1277,High School,Engineering,2020,Intermediate
1278,PhD,Law,1986,Intermediate
1279,High School,Sciences,2002,Basic
1280,Bachelor's Degree,Arts,2020,Fluent
1281,Bachelor's Degree,Law,1979,Basic
1282,Associate's Degree,Law,2020,Native
1283,High School,Business,2014,Basic
1284,High School,Business,2004,Native
1285,Bachelor's Degree,Business,1977,Basic
1286,Associate's Degree,Law,1992,Native
1287,PhD,Arts,1977,Fluent
1288,PhD,Sciences,1991,Fluent
1289,Master's Degree,Business,1974,Fluent
1290,High School,Engineering,1986,Intermediate
1291,Bachelor's Degree,Business,1982,Fluent
1292,Bachelor's Degree,Arts,1987,Intermediate
1293,Master's Degree,Business,1992,Native
1294,Associate's Degree,Sciences,2008,Fluent
1295,PhD,Law,1992,Basic
1296,Master's Degree,Engineering,2003,Native
1297,PhD,Arts,1999,Fluent
1298,PhD,Arts,2004,Fluent
1299,Master's Degree,Business,1981,Fluent
1300,Associate's Degree,Engineering,2015,Native
1301,PhD,Arts,2015,Fluent
1302,High School,Law,1993,Native
1303,Master's Degree,Business,2006,Basic
1304,High School,Sciences,1993,Intermediate
1305,Bachelor's Degree,Business,2005,Intermediate
1306,Bachelor's Degree,Arts,1995,Fluent
1307,PhD,Business,2013,Native
1308,Bachelor's Degree,Arts,1983,Basic
1309,PhD,Arts,2001,Intermediate
1310,Associate's Degree,Arts,1975,Intermediate
1311,Associate's Degree,Law,2008,Basic
1312,High School,Law,1997,Basic
1313,PhD,Business,2016,Intermediate
1314,Master's Degree,Law,2019,Native
1315,Associate's Degree,Law,1980,Intermediate
1316,Associate's Degree,Sciences,2011,Intermediate
1317,PhD,Law,2009,Basic
1318,Master's Degree,Sciences,1974,Fluent
1319,PhD,Arts,2006,Basic
1320,PhD,Business,1977,Basic
1321,Bachelor's Degree,Law,1996,Fluent
1322,Master's Degree,Arts,1981,Basic
1323,High School,Business,1972,Intermediate
1324,High School,Business,2000,Native
1325,High School,Arts,1995,Intermediate
1326,Associate's Degree,Law,1976,Fluent
1327,Associate's Degree,Law,2015,Intermediate
1328,Bachelor's Degree,Law,2018,Intermediate
1329,Bachelor's Degree,Law,2019,Fluent
1330,PhD,Law,1979,Native
1331,High School,Arts,1972,Basic
1332,Bachelor's Degree,Arts,1978,Intermediate
1333,Bachelor's Degree,Business,1992,Native
1334,Bachelor's Degree,Arts,2004,Intermediate
1335,High School,Engineering,2012,Basic
1336,Bachelor's Degree,Law,1971,Fluent
1337,Associate's Degree,Arts,1994,Native
1338,Master's Degree,Business,2014,Intermediate
1339,Associate's Degree,Law,2002,Basic
1340,Bachelor's Degree,Engineering,1996,Intermediate
1341,Master's Degree,Arts,1984,Native
1342,PhD,Arts,2005,Fluent
1343,Bachelor's Degree,Arts,1990,Intermediate
1344,PhD,Business,1977,Fluent
1345,High School,Engineering,1976,Intermediate
1346,Associate's Degree,Law,1979,Basic
1347,Associate's Degree,Law,1983,Intermediate
1348,Master's Degree,Arts,1976,Intermediate
1349,Associate's Degree,Sciences,2008,Basic
1350,High School,Arts,1978,Intermediate
1351,Bachelor's Degree,Arts,1996,Basic
1352,PhD,Business,2015,Native
1353,Master's Degree,Law,2022,Intermediate
1354,High School,Engineering,2013,Basic
1355,PhD,Arts,2011,Basic
1356,Master's Degree,Arts,1988,Basic
1357,Master's Degree,Sciences,1982,Native
1358,PhD,Law,1984,Intermediate
1359,Associate's Degree,Sciences,2004,Native
1360,Master's Degree,Business,1976,Intermediate
1361,High School,Engineering,1976,Native
1362,PhD,Law,1991,Intermediate
1363,PhD,Sciences,2008,Fluent
1364,Bachelor's Degree,Business,2013,Basic
1365,PhD,Law,2022,Basic
1366,Master's Degree,Law,1996,Intermediate
1367,PhD,Law,1983,Basic
1368,Master's Degree,Law,2013,Fluent
1369,High School,Arts,1998,Intermediate
1370,Bachelor's Degree,Business,1971,Native
1371,Master's Degree,Sciences,2008,Fluent
1372,High School,Sciences,2012,Basic
1373,PhD,Law,2015,Native
1374,PhD,Arts,1986,Basic
1375,PhD,Law,1992,Fluent
1376,Bachelor's Degree,Arts,1971,Basic
1377,High School,Law,1974,Native
1378,Bachelor's Degree,Engineering,1972,Fluent
1379,High School,Law,2004,Intermediate
1380,PhD,Business,2004,Fluent
1381,Master's Degree,Law,1976,Native
1382,PhD,Law,2019,Intermediate
1383,Bachelor's Degree,Engineering,2010,Basic
1384,Master's Degree,Sciences,1990,Intermediate
1385,Master's Degree,Engineering,2015,Intermediate
1386,PhD,Engineering,1982,Native
1387,PhD,Business,2004,Fluent
1388,Master's Degree,Arts,1996,Native
1389,Associate's Degree,Law,1987,Intermediate
1390,PhD,Arts,1976,Native
1391,Associate's Degree,Sciences,1997,Fluent
1392,Master's Degree,Arts,2017,Basic
1393,Master's Degree,Sciences,1981,Native
1394,Bachelor's Degree,Arts,2012,Basic
1395,Bachelor's Degree,Business,2011,Basic
1396,PhD,Sciences,2001,Intermediate
1397,Bachelor's Degree,Business,2006,Intermediate
1398,Master's Degree,Sciences,1998,Basic
1399,PhD,Law,2005,Fluent
1400,Bachelor's Degree,Law,1986,Native
1401,Associate's Degree,Business,2020,Native
1402,PhD,Law,1988,Native
1403,Master's Degree,Business,1992,Native
1404,Associate's Degree,Sciences,1971,Native
1405,Associate's Degree,Business,1999,Basic
1406,PhD,Sciences,2008,Native
1407,Master's Degree,Law,2006,Native
1408,PhD,Sciences,1992,Intermediate
1409,Bachelor's Degree,Business,1996,Fluent
1410,Master's Degree,Engineering,1974,Fluent
1411,Master's Degree,Engineering,1998,Native
1412,PhD,Arts,1999,Intermediate
1413,Master's Degree,Arts,2022,Basic
1414,Bachelor's Degree,Business,1995,Fluent
1415,PhD,Sciences,1979,Intermediate
1416,Associate's Degree,Engineering,2012,Intermediate
1417,Bachelor's Degree,Arts,1989,Basic
1418,Master's Degree,Arts,1985,Native
1419,Bachelor's Degree,Business,1988,Native
1420,Bachelor's Degree,Law,1987,Basic
1421,High School,Arts,1990,Fluent
1422,Associate's Degree,Engineering,1991,Intermediate
1423,Associate's Degree,Law,2001,Fluent
1424,Associate's Degree,Engineering,1998,Fluent
1425,Bachelor's Degree,Business,1995,Intermediate
1426,High School,Law,1992,Native
1427,High School,Business,1980,Intermediate
1428,Master's Degree,Law,2017,Intermediate
1429,Bachelor's Degree,Sciences,1998,Native
1430,Master's Degree,Arts,2021,Basic
1431,Bachelor's Degree,Business,1971,Native
1432,Bachelor's Degree,Sciences,1973,Intermediate
1433,High School,Engineering,2014,Basic
1434,PhD,Law,1987,Native
1435,Master's Degree,Business,1972,Intermediate
1436,Bachelor's Degree,Engineering,1974,Native
1437,High School,Engineering,1975,Intermediate
1438,Associate's Degree,Law,2012,Intermediate
1439,Master's Degree,Law,1974,Basic
1440,Bachelor's Degree,Business,1984,Native
1441,PhD,Sciences,2021,Intermediate
1442,High School,Engineering,2005,Native
1443,PhD,Law,1973,Basic
1444,Bachelor's Degree,Law,2022,Basic
1445,PhD,Business,1975,Intermediate
1446,Bachelor's Degree,Sciences,2015,Intermediate
1447,High School,Engineering,1997,Basic
1448,PhD,Arts,1974,Native
1449,High School,Business,1971,Native
1450,Bachelor's Degree,Law,2000,Native
1451,Master's Degree,Business,1979,Fluent
1452,Associate's Degree,Engineering,1984,Native
1453,Associate's Degree,Business,2019,Fluent
1454,High School,Sciences,1975,Intermediate
1455,Master's Degree,Sciences,2004,Basic
1456,Master's Degree,Engineering,1997,Native
1457,Bachelor's Degree,Arts,2001,Native
1458,Master's Degree,Engineering,1999,Native
1459,PhD,Sciences,1996,Basic
1460,PhD,Arts,1987,Native
1461,PhD,Law,2002,Intermediate
1462,PhD,Law,1994,Fluent
1463,Bachelor's Degree,Arts,2006,Native
1464,PhD,Sciences,1981,Fluent
1465,PhD,Sciences,2016,Fluent
1466,High School,Law,1971,Intermediate
1467,Associate's Degree,Arts,2005,Native
1468,PhD,Law,1984,Native
1469,Master's Degree,Sciences,1993,Basic
1470,Associate's Degree,Business,1980,Basic
1471,Bachelor's Degree,Law,1997,Fluent
1472,Master's Degree,Engineering,1992,Native
1473,High School,Engineering,1997,Basic
1474,High School,Business,2004,Basic
1475,Associate's Degree,Sciences,1995,Intermediate
1476,Master's Degree,Sciences,1972,Native
1477,PhD,Arts,2019,Intermediate
1478,High School,Sciences,1985,Fluent
1479,Associate's Degree,Business,1981,Fluent
1480,Bachelor's Degree,Law,1996,Basic
1481,High School,Engineering,2008,Native
1482,Associate's Degree,Business,1979,Basic
1483,Bachelor's Degree,Law,2012,Basic
1484,High School,Sciences,2005,Native
1485,Associate's Degree,Engineering,2019,Basic
1486,Master's Degree,Engineering,2000,Basic
1487,High School,Arts,2019,Native
1488,PhD,Arts,2016,Fluent
1489,PhD,Law,2002,Basic
1490,PhD,Arts,1996,Intermediate
1491,PhD,Law,2000,Fluent
1492,Master's Degree,Sciences,2012,Native
1493,Associate's Degree,Business,1971,Intermediate
1494,Associate's Degree,Sciences,1996,Native
1495,Associate's Degree,Law,1999,Native
1496,High School,Law,1986,Native
1497,PhD,Law,2007,Intermediate
1498,PhD,Engineering,2010,Intermediate
1499,PhD,Engineering,1992,Intermediate
1500,High School,Arts,1989,Native
1501,High School,Sciences,1976,Intermediate
1502,Master's Degree,Engineering,1971,Fluent
1503,Associate's Degree,Sciences,1998,Basic
1504,PhD,Law,1973,Native
1505,High School,Law,1976,Basic
1506,Master's Degree,Engineering,2015,Fluent
1507,Master's Degree,Engineering,1982,Native
1508,PhD,Arts,2019,Fluent
1509,High School,Engineering,1993,Native
1510,Associate's Degree,Sciences,2020,Basic
1511,High School,Business,2011,Native
1512,High School,Engineering,1995,Fluent
1513,High School,Law,1972,Native
1514,PhD,Engineering,1989,Native
1515,High School,Sciences,1981,Basic
1516,Associate's Degree,Business,1974,Basic
1517,PhD,Sciences,2001,Fluent
1518,PhD,Engineering,2009,Fluent
1519,Associate's Degree,Arts,1973,Native
1520,High School,Law,1977,Intermediate
1521,PhD,Arts,2004,Native
1522,Bachelor's Degree,Law,2012,Fluent
1523,Associate's Degree,Business,2017,Intermediate
1524,High School,Law,2021,Intermediate
1525,PhD,Engineering,2007,Intermediate
1526,PhD,Business,1995,Basic
1527,Master's Degree,Sciences,1984,Basic
1528,PhD,Arts,2012,Native
1529,High School,Engineering,1990,Fluent
1530,High School,Arts,2021,Native
1531,Associate's Degree,Arts,2012,Intermediate
1532,Associate's Degree,Engineering,2004,Basic
1533,Associate's Degree,Engineering,2008,Basic
1534,Associate's Degree,Sciences,1982,Basic
1535,High School,Law,1994,Intermediate
1536,Bachelor's Degree,Engineering,1979,Basic
1537,PhD,Sciences,1995,Fluent
1538,PhD,Law,2004,Basic
1539,Master's Degree,Business,1983,Native
1540,High School,Law,1993,Native
1541,Master's Degree,Business,2007,Native
1542,Associate's Degree,Business,1981,Fluent
1543,Associate's Degree,Law,2005,Native
1544,Bachelor's Degree,Business,2016,Intermediate
1545,High School,Arts,2006,Intermediate
1546,Associate's Degree,Engineering,1976,Fluent
1547,Bachelor's Degree,Sciences,1994,Native
1548,PhD,Law,1976,Fluent
1549,Associate's Degree,Law,2010,Basic
1550,High School,Sciences,1973,Fluent
1551,Associate's Degree,Business,1989,Native
1552,High School,Sciences,1998,Fluent
1553,Bachelor's Degree,Arts,2018,Native
1554,Associate's Degree,Engineering,1970,Basic
1555,Associate's Degree,Arts,2020,Fluent
1556,Master's Degree,Engineering,1981,Native
1557,Master's Degree,Engineering,1985,Native
1558,Associate's Degree,Engineering,2002,Intermediate
1559,PhD,Law,1970,Intermediate
1560,Associate's Degree,Engineering,1993,Native
1561,Bachelor's Degree,Sciences,1994,Basic
1562,Master's Degree,Engineering,2012,Basic
1563,PhD,Arts,1976,Basic
1564,PhD,Arts,2018,Fluent
1565,Master's Degree,Sciences,1982,Intermediate
1566,Associate's Degree,Sciences,1992,Fluent
1567,Bachelor's Degree,Law,1974,Fluent
1568,Master's Degree,Sciences,2005,Basic
1569,Bachelor's Degree,Law,1973,Fluent
1570,Master's Degree,Sciences,2005,Fluent
1571,Bachelor's Degree,Engineering,1977,Fluent
1572,Associate's Degree,Business,2020,Intermediate
1573,Associate's Degree,Sciences,2022,Intermediate
1574,Master's Degree,Sciences,2020,Basic
1575,High School,Engineering,1983,Basic
1576,Associate's Degree,Business,2001,Basic
1577,High School,Law,2011,Intermediate
1578,Associate's Degree,Arts,2004,Intermediate
1579,Associate's Degree,Law,1977,Intermediate
1580,Associate's Degree,Arts,1976,Basic
1581,Master's Degree,Sciences,1984,Basic
1582,PhD,Sciences,1982,Basic
1583,Bachelor's Degree,Sciences,1981,Fluent
1584,PhD,Arts,1985,Native
1585,Associate's Degree,Sciences,1978,Intermediate
1586,Associate's Degree,Business,1970,Fluent
1587,PhD,Arts,1992,Fluent
1588,High School,Sciences,2001,Fluent
1589,Associate's Degree,Engineering,2006,Intermediate
1590,Master's Degree,Engineering,1995,Fluent
1591,High School,Arts,1991,Fluent
1592,Bachelor's Degree,Engineering,1981,Basic
1593,High School,Sciences,2022,Fluent
1594,Associate's Degree,Arts,1999,Intermediate
1595,Associate's Degree,Engineering,1988,Fluent
1596,Associate's Degree,Arts,1971,Fluent
1597,High School,Arts,2005,Basic
1598,PhD,Engineering,1982,Native
1599,Bachelor's Degree,Engineering,2012,Fluent
1600,Associate's Degree,Engineering,1989,Basic
1601,High School,Sciences,1993,Native
1602,High School,Business,1989,Basic
1603,Master's Degree,Business,1990,Native
1604,Associate's Degree,Law,1986,Fluent
1605,PhD,Arts,1981,Basic
1606,Associate's Degree,Law,2004,Native
1607,Master's Degree,Business,2013,Intermediate
1608,Master's Degree,Arts,1994,Basic
1609,High School,Business,2007,Intermediate
1610,Master's Degree,Arts,2015,Intermediate
1611,Bachelor's Degree,Engineering,1988,Intermediate
1612,High School,Sciences,2011,Basic
1613,Associate's Degree,Sciences,1991,Fluent
1614,Bachelor's Degree,Sciences,1984,Native
1615,Master's Degree,Business,2019,Native
1616,Bachelor's Degree,Law,2019,Native
1617,Associate's Degree,Sciences,2006,Basic
1618,Master's Degree,Business,1990,Basic
1619,Master's Degree,Law,1981,Intermediate
1620,Associate's Degree,Arts,1985,Fluent
1621,High School,Arts,1989,Intermediate
1622,PhD,Sciences,2001,Intermediate
1623,PhD,Law,1986,Fluent
1624,High School,Business,1978,Basic
1625,Bachelor's Degree,Law,2017,Basic
1626,Master's Degree,Sciences,2021,Intermediate
1627,PhD,Engineering,2009,Native
1628,Master's Degree,Business,1994,Fluent
1629,High School,Sciences,1987,Fluent
1630,Bachelor's Degree,Sciences,2013,Intermediate
1631,Bachelor's Degree,Business,1976,Intermediate
1632,Master's Degree,Business,1971,Intermediate
1633,PhD,Arts,1999,Intermediate
1634,High School,Engineering,1986,Basic
1635,High School,Arts,2010,Intermediate
1636,Associate's Degree,Sciences,1975,Fluent
1637,Associate's Degree,Sciences,2000,Fluent
1638,Master's Degree,Arts,1996,Intermediate
1639,PhD,Sciences,1999,Intermediate
1640,High School,Business,1991,Fluent
1641,Associate's Degree,Sciences,1993,Intermediate
1642,High School,Sciences,1982,Basic
1643,High School,Engineering,1982,Fluent
1644,High School,Engineering,2006,Native
1645,High School,Arts,1988,Intermediate
1646,High School,Engineering,1982,Fluent
1647,Master's Degree,Arts,1988,Fluent
1648,High School,Law,2009,Basic
1649,High School,Arts,1985,Native
1650,Bachelor's Degree,Engineering,1996,Intermediate
1651,PhD,Law,1984,Fluent
1652,High School,Business,1981,Basic
1653,Master's Degree,Sciences,2016,Native
1654,High School,Arts,1979,Intermediate
1655,Bachelor's Degree,Business,2003,Basic
1656,Bachelor's Degree,Law,1996,Fluent
1657,Associate's Degree,Engineering,2020,Intermediate
1658,Bachelor's Degree,Law,1970,Fluent
1659,High School,Arts,2009,Native
1660,High School,Arts,1991,Fluent
1661,Bachelor's Degree,Engineering,1990,Basic
1662,Bachelor's Degree,Arts,2002,Fluent
1663,Associate's Degree,Law,1971,Intermediate
1664,PhD,Engineering,2010,Native
1665,Associate's Degree,Arts,2020,Native
1666,Master's Degree,Engineering,1994,Intermediate
1667,Master's Degree,Business,1970,Fluent
1668,Master's Degree,Arts,1998,Basic
1669,High School,Law,1997,Basic
1670,Master's Degree,Business,2008,Fluent
1671,Bachelor's Degree,Law,1979,Native
1672,PhD,Business,1988,Native
1673,Associate's Degree,Business,1972,Basic
1674,Master's Degree,Engineering,2019,Fluent
1675,Associate's Degree,Arts,1992,Native
1676,High School,Business,1991,Basic
1677,Bachelor's Degree,Sciences,1973,Fluent
1678,PhD,Engineering,1998,Fluent
1679,High School,Law,1986,Fluent
1680,PhD,Arts,1980,Basic
1681,Master's Degree,Law,1980,Intermediate
1682,High School,Law,1970,Basic
1683,Bachelor's Degree,Law,2008,Basic
1684,PhD,Sciences,1988,Intermediate
1685,PhD,Law,1987,Basic
1686,High School,Sciences,2010,Intermediate
1687,PhD,Arts,1976,Intermediate
1688,Master's Degree,Engineering,1995,Intermediate
1689,Master's Degree,Arts,2002,Native
1690,Master's Degree,Sciences,2004,Basic
1691,High School,Engineering,1984,Fluent
1692,Bachelor's Degree,Sciences,2021,Native
1693,PhD,Business,2016,Basic
1694,PhD,Law,1982,Native
1695,Master's Degree,Law,1974,Intermediate
1696,High School,Business,2001,Fluent
1697,High School,Engineering,1991,Basic
1698,High School,Engineering,2016,Intermediate
1699,Associate's Degree,Arts,1981,Native
1700,Bachelor's Degree,Arts,1983,Native
1701,Associate's Degree,Sciences,2016,Intermediate
1702,High School,Engineering,1973,Fluent
1703,Associate's Degree,Sciences,1976,Native
1704,Bachelor's Degree,Business,2001,Fluent
1705,Master's Degree,Law,1970,Basic
1706,Associate's Degree,Engineering,1993,Native
1707,PhD,Law,1970,Native
1708,Master's Degree,Arts,2010,Fluent
1709,Bachelor's Degree,Arts,1992,Fluent
1710,High School,Arts,1992,Fluent
1711,Master's Degree,Arts,1999,Native
1712,Associate's Degree,Business,2006,Basic
1713,PhD,Arts,2007,Intermediate
1714,PhD,Law,2020,Native
1715,PhD,Business,2007,Basic
1716,Associate's Degree,Law,1998,Native
1717,Master's Degree,Arts,1978,Native
1718,Bachelor's Degree,Engineering,2001,Basic
1719,Associate's Degree,Arts,1993,Native
1720,High School,Arts,1973,Basic
1721,PhD,Arts,1987,Native
1722,PhD,Arts,2022,Basic
1723,High School,Arts,1975,Basic
1724,Master's Degree,Arts,1983,Basic
1725,Associate's Degree,Sciences,1984,Fluent
1726,Associate's Degree,Engineering,2005,Intermediate
1727,PhD,Sciences,1970,Native
1728,Bachelor's Degree,Business,1983,Fluent
1729,High School,Business,1997,Native
1730,High School,Business,2017,Native
1731,PhD,Business,2007,Intermediate
1732,Associate's Degree,Arts,1970,Intermediate
1733,Bachelor's Degree,Arts,1991,Native
1734,PhD,Law,2022,Intermediate
1735,Bachelor's Degree,Business,1970,Native
1736,High School,Arts,2000,Fluent
1737,Bachelor's Degree,Business,1984,Native
1738,Associate's Degree,Engineering,1975,Native
1739,Master's Degree,Engineering,1982,Basic
1740,Master's Degree,Law,1994,Basic
1741,High School,Arts,1993,Native
1742,Master's Degree,Engineering,1970,Basic
1743,High School,Engineering,1970,Native
1744,Associate's Degree,Engineering,1987,Intermediate
1745,Bachelor's Degree,Business,2014,Intermediate
1746,Master's Degree,Law,1986,Fluent
1747,Bachelor's Degree,Sciences,1974,Intermediate
1748,PhD,Arts,2010,Native
1749,Associate's Degree,Law,2018,Basic
1750,High School,Arts,2020,Native
1751,Bachelor's Degree,Law,1990,Fluent
1752,Bachelor's Degree,Arts,1982,Native
1753,Master's Degree,Law,1973,Fluent
1754,Bachelor's Degree,Arts,1978,Intermediate
1755,High School,Sciences,1993,Native
1756,Associate's Degree,Arts,2004,Fluent
1757,Associate's Degree,Sciences,2019,Native
1758,High School,Engineering,1988,Native
1759,Associate's Degree,Business,1996,Basic
1760,Associate's Degree,Engineering,2015,Fluent
1761,Master's Degree,Engineering,1974,Fluent
1762,Bachelor's Degree,Arts,1995,Basic
1763,High School,Engineering,1981,Intermediate
1764,Master's Degree,Engineering,1982,Fluent
1765,Bachelor's Degree,Arts,2012,Native
1766,Associate's Degree,Arts,2017,Native
1767,Bachelor's Degree,Engineering,2007,Native
1768,Bachelor's Degree,Arts,1973,Intermediate
1769,High School,Law,1979,Intermediate
1770,PhD,Sciences,1978,Basic
1771,High School,Sciences,1987,Fluent
1772,Bachelor's Degree,Sciences,2001,Intermediate
1773,Master's Degree,Sciences,2006,Fluent
1774,PhD,Business,2022,Native
1775,PhD,Arts,1975,Fluent
1776,Master's Degree,Arts,2012,Intermediate
1777,Master's Degree,Sciences,1973,Fluent
1778,PhD,Sciences,1983,Native
1779,High School,Sciences,2008,Basic
1780,High School,Law,1992,Native
1781,Bachelor's Degree,Law,1984,Fluent
1782,Associate's Degree,Sciences,1981,Intermediate
1783,Master's Degree,Business,1970,Basic
1784,High School,Law,1987,Native
1785,Associate's Degree,Business,1971,Native
1786,PhD,Law,1978,Intermediate
1787,PhD,Engineering,1970,Basic
1788,High School,Arts,1986,Fluent
1789,Bachelor's Degree,Engineering,1972,Native
1790,PhD,Sciences,1986,Intermediate
1791,Bachelor's Degree,Law,1992,Fluent
1792,High School,Business,2014,Intermediate
1793,Bachelor's Degree,Arts,2010,Fluent
1794,Bachelor's Degree,Engineering,2020,Native
1795,Associate's Degree,Engineering,2008,Native
1796,High School,Engineering,2003,Intermediate
1797,Bachelor's Degree,Law,2021,Intermediate
1798,Master's Degree,Law,1975,Native
1799,Master's Degree,Arts,1985,Basic
1800,PhD,Business,2001,Fluent
1801,Master's Degree,Business,1986,Basic
1802,Master's Degree,Engineering,1982,Native
1803,Bachelor's Degree,Sciences,1987,Basic
1804,Associate's Degree,Business,2014,Intermediate
1805,High School,Law,1993,Basic
1806,Bachelor's Degree,Sciences,2002,Fluent
1807,Associate's Degree,Engineering,1973,Intermediate
1808,High School,Engineering,2008,Fluent
1809,High School,Arts,1976,Basic
1810,Master's Degree,Sciences,2017,Fluent
1811,Associate's Degree,Sciences,1978,Native
1812,High School,Law,1992,Native
1813,Bachelor's Degree,Sciences,2013,Intermediate
1814,Bachelor's Degree,Arts,2001,Intermediate
1815,Associate's Degree,Sciences,2003,Intermediate
1816,Bachelor's Degree,Sciences,2018,Native
1817,Bachelor's Degree,Business,2014,Fluent
1818,Associate's Degree,Sciences,1978,Native
1819,Bachelor's Degree,Law,1997,Basic
1820,Master's Degree,Law,2018,Fluent
1821,PhD,Business,2022,Intermediate
1822,Master's Degree,Business,2020,Native
1823,Bachelor's Degree,Business,1979,Basic
1824,High School,Engineering,2016,Fluent
1825,High School,Engineering,1974,Intermediate
1826,High School,Sciences,1993,Native
1827,Associate's Degree,Law,1971,Basic
1828,Associate's Degree,Arts,2008,Intermediate
1829,Bachelor's Degree,Arts,2003,Fluent
1830,High School,Business,2005,Fluent
1831,PhD,Sciences,2002,Intermediate
1832,Master's Degree,Law,1980,Fluent
1833,Master's Degree,Arts,1980,Basic
1834,Master's Degree,Business,2001,Native
1835,Bachelor's Degree,Business,2021,Fluent
1836,Master's Degree,Law,1995,Intermediate
1837,Bachelor's Degree,Law,2010,Fluent
1838,Master's Degree,Law,1977,Intermediate
1839,Master's Degree,Sciences,2002,Native
1840,Associate's Degree,Business,1972,Fluent
1841,Bachelor's Degree,Business,2003,Fluent
1842,Associate's Degree,Law,2019,Intermediate
1843,Associate's Degree,Arts,2010,Intermediate
1844,Associate's Degree,Sciences,2009,Native
1845,Bachelor's Degree,Sciences,2012,Basic
1846,Associate's Degree,Engineering,2020,Basic
1847,Associate's Degree,Arts,1996,Basic
1848,Bachelor's Degree,Law,2005,Native
1849,Associate's Degree,Arts,2008,Basic
1850,Master's Degree,Business,1975,Native
1851,Associate's Degree,Business,1990,Basic
1852,High School,Business,2013,Basic
1853,Associate's Degree,Arts,2009,Intermediate
1854,Associate's Degree,Law,1999,Native
1855,High School,Engineering,1982,Native
1856,High School,Law,1979,Fluent
1857,Associate's Degree,Sciences,2013,Intermediate
1858,PhD,Engineering,1973,Native
1859,Associate's Degree,Engineering,1972,Native
1860,Master's Degree,Arts,2008,Intermediate
1861,PhD,Law,1973,Native
1862,High School,Sciences,1974,Basic
1863,Master's Degree,Arts,1984,Basic
1864,High School,Engineering,1993,Native
1865,High School,Law,2010,Basic
1866,High School,Arts,1973,Fluent
1867,Associate's Degree,Sciences,2009,Intermediate
1868,Associate's Degree,Engineering,1992,Native
1869,Bachelor's Degree,Law,2003,Fluent
1870,PhD,Law,1995,Native
1871,Master's Degree,Law,1973,Fluent
1872,High School,Engineering,2000,Native
1873,Master's Degree,Sciences,1974,Intermediate
1874,Master's Degree,Arts,1992,Fluent
1875,High School,Business,1977,Basic
1876,High School,Arts,1985,Intermediate
1877,Associate's Degree,Engineering,2007,Intermediate
1878,Bachelor's Degree,Engineering,1988,Native
1879,Associate's Degree,Arts,1989,Basic
1880,Associate's Degree,Business,1970,Native
1881,Associate's Degree,Arts,1999,Basic
1882,High School,Sciences,1978,Native
1883,High School,Sciences,2005,Fluent
1884,PhD,Engineering,1981,Native
1885,Master's Degree,Business,1997,Basic
1886,Master's Degree,Law,1979,Basic
1887,Associate's Degree,Engineering,2014,Fluent
1888,Master's Degree,Engineering,2016,Basic
1889,High School,Arts,2009,Intermediate
1890,Master's Degree,Law,2016,Basic
1891,Associate's Degree,Engineering,1997,Basic
1892,High School,Business,2003,Basic
1893,Bachelor's Degree,Sciences,2009,Fluent
1894,Associate's Degree,Business,2017,Intermediate
1895,PhD,Arts,1982,Native
1896,Master's Degree,Arts,2000,Basic
1897,Associate's Degree,Sciences,1995,Intermediate
1898,Bachelor's Degree,Sciences,2018,Fluent
1899,Associate's Degree,Sciences,1981,Basic
1900,Master's Degree,Sciences,1996,Fluent
1901,Associate's Degree,Sciences,2001,Intermediate
1902,Associate's Degree,Arts,1971,Native
1903,PhD,Business,2017,Native
1904,Master's Degree,Engineering,1986,Basic
1905,Master's Degree,Business,1983,Intermediate
1906,PhD,Business,1998,Fluent
1907,PhD,Engineering,2020,Intermediate
1908,Master's Degree,Sciences,2019,Native
1909,Bachelor's Degree,Engineering,1988,Native
1910,Master's Degree,Business,2003,Intermediate
1911,Associate's Degree,Law,1986,Intermediate
1912,PhD,Law,1991,Native
1913,High School,Business,1985,Native
1914,PhD,Sciences,1975,Intermediate
1915,High School,Business,2013,Native
1916,Bachelor's Degree,Arts,1988,Intermediate
1917,PhD,Business,1981,Basic
1918,PhD,Engineering,2005,Basic
1919,Bachelor's Degree,Business,2003,Fluent
1920,Associate's Degree,Business,2022,Intermediate
1921,High School,Law,2020,Intermediate
1922,Master's Degree,Arts,2013,Intermediate
1923,Associate's Degree,Law,1982,Native
1924,Associate's Degree,Sciences,1984,Intermediate
1925,High School,Engineering,1970,Basic
1926,Associate's Degree,Arts,1981,Basic
1927,High School,Law,2002,Native
1928,Associate's Degree,Law,1979,Intermediate
1929,PhD,Law,2005,Fluent
1930,PhD,Arts,2004,Basic
1931,High School,Engineering,1983,Fluent
1932,Associate's Degree,Sciences,1979,Native
1933,PhD,Sciences,2021,Basic
1934,PhD,Business,1970,Basic
1935,Bachelor's Degree,Sciences,1986,Basic
1936,Bachelor's Degree,Arts,1986,Native
1937,Bachelor's Degree,Sciences,1979,Intermediate
1938,Associate's Degree,Law,2007,Basic
1939,High School,Sciences,2015,Native
1940,Associate's Degree,Arts,1986,Intermediate
1941,Bachelor's Degree,Law,2021,Fluent
1942,PhD,Arts,1994,Basic
1943,Master's Degree,Business,2008,Intermediate
1944,High School,Engineering,1976,Native
1945,Master's Degree,Engineering,1975,Native
1946,Associate's Degree,Business,2002,Basic
1947,PhD,Business,1981,Native
